"Station" "SimpsonDiv_raw" "FractNotDiseased_raw" "HardCoralCover_raw" "AlgaeCover_raw" "Rugosity_raw" "HerbivoreBiomass_raw" "TempVar_raw" "ThermalTol_raw" "SimpsonDiv_rescaled" "FractNotDiseased_rescaled" "HardCoralCover_rescaled" "AlgaeCover_rescaled" "Rugosity_rescaled" "HerbivoreBiomass_rescaled" "TempVar_rescaled" "ThermalTol_rescaled" "region" "survey_year" "survey_date" "latitude" "longitude" "biotope" "admin" "habitat" "depth" "stratum" "fish" "LPI" "demo" "N_cells_stratum" "N_fish_cells_sampled" "fish_sampling_weights" "N_LPI_cells_sampled" "LPI_sampling_weights" "N_demo_cells_sampled" "demo_sampling_weights" "minDepth" "maxDepth" "rugosity" "resil_all_indic" "resil_no_temp_var" "resil_rank_all_indic" "resil_rank_no_temp_var" "resil_quart_all_indic" "resil_quart_no_temp_var" "weighting_sys" "quartile_change_all_indic" "diff_unweighted_weighted_all_indic" "quartile_change_no_temp_var" "diff_unweighted_weighted_no_temp_var"
9154 0.910100476 1 20 37 0.779166667 1811.904017 0.282700002 3.338709677 0.975107653205396 1 0.714285714285714 0.60655737704918 0.532763532991453 0.0587450492167551 0.696476966265204 0.6677419354 "PR" 2014 2014-05-29 17.8670479 -67.124006 "SW" "OPEN" "AGRF" "DEEP" "SW_OPEN_AGRF_DEEP" 1 1 1 13396 7 1913.7 7 1913.7 "4" "3349" "72" "87" "0.779166667" 0.944147193845056 0.9526978000649 5 3 1 1 0 "N/A" "N/A" "N/A" "N/A"
9155 0.866666667 0.967741935 15 40 0.366666667 1374.092848 0.274800003 2.887096774 0.928571429260204 0.967741935 0.535714285714286 0.655737704918033 0.250712250940171 0.0445504569926406 0.677014046922818 0.5774193548 "PR" 2014 2014-05-29 17.8720038 -67.076306 "SW" "OPEN" "PVMT" "DEEP" "SW_OPEN_PVMT_DEEP" 1 1 1 86962 29 2998.7 29 2998.7 "16" "5435.1" "59" "77" "0.366666667" 0.833723247671298 0.828307976948697 29 26 2 1 0 "N/A" "N/A" "N/A" "N/A"
9156 0.904761905 1 0 2 0.1375 285.5161043 0.29519999 3.642857143 0.969387755703353 1 0 0.0327868852459016 0.094017094017094 0.00925692389989314 0.727272699052611 0.7285714286 "PR" 2014 2014-05-28 17.8760135 -67.116835 "SW" "OPEN" "AGRF" "DEEP" "SW_OPEN_AGRF_DEEP" 1 1 1 13396 7 1913.7 7 1913.7 "4" "3349" "77" "81" "0.1375" 0.640249543976353 0.592721275589778 92 92 4 4 0 "N/A" "N/A" "N/A" "N/A"
9157 0.816358025 0.938271605 5 27 0.516666667 2279.895917 0.306100011 3.438271605 0.874669312812382 0.938271605 0.178571428571429 0.442622950819672 0.353276353504273 0.0739181527258814 0.754126655559859 0.687654321 "PR" 2014 2014-05-28 17.8961533 -67.007162 "SW" "OPEN" "AGRF" "DEEP" "SW_OPEN_AGRF_DEEP" 1 1 1 13396 7 1913.7 7 1913.7 "4" "3349" "54" "62" "0.516666667" 0.773613650919061 0.742252465529581 54 53 3 3 0 "N/A" "N/A" "N/A" "N/A"
9160 0.844367015 1 4 29 0.235416667 2162.293693 0.299699992 3.630952381 0.904678944965957 1 0.142857142857143 0.475409836065574 0.160968661196581 0.0701052860552073 0.738359178426415 0.7261904762 "PR" 2014 2014-05-29 17.901754 -67.069852 "SW" "OPEN" "PVMT" "DEEP" "SW_OPEN_PVMT_DEEP" 1 1 1 86962 29 2998.7 29 2998.7 "16" "5435.1" "49" "55" "0.235416667" 0.758414816475939 0.727868770415324 58 59 3 3 0 "N/A" "N/A" "N/A" "N/A"
9161 0.844805195 0.946428571 6 24 0.425 2988.266245 0.306100011 3.589285714 0.905148423537553 0.946428571 0.214285714285714 0.39344262295082 0.290598290598291 0.0968847389200821 0.754126655559859 0.7178571428 "PR" 2014 2014-05-28 17.9050085 -67.033957 "SW" "OPEN" "AGRF" "DEEP" "SW_OPEN_AGRF_DEEP" 1 1 1 13396 7 1913.7 7 1913.7 "4" "3349" "57" "61" "0.425" 0.776429255191351 0.745527965576291 52 52 2 2 0 "N/A" "N/A" "N/A" "N/A"
9162 0.816666667 0.9375 6 39 0.120833333 176.5359908 0.306400001 4.21875 0.875000000669643 0.9375 0.214285714285714 0.639344262295082 0.0826210823931624 0.00572360090312368 0.754865729219681 0.84375 "PR" 2014 2014-05-30 17.9043687 -66.928749 "SW" "OPEN" "PVMT" "DEEP" "SW_OPEN_PVMT_DEEP" 1 1 1 86962 29 2998.7 29 2998.7 "16" "5435.1" "42" "42" "0.120833333" 0.782598989750609 0.752550879963816 51 50 2 2 0 "N/A" "N/A" "N/A" "N/A"
9164 0.770935961 0.965517241 3 23 0.110416667 94.66648762 0.306400001 4.586206897 0.826002815652144 0.965517241 0.107142857142857 0.377049180327869 0.0754985757264957 0.0030692505906698 0.754865729219681 0.9172413794 "PR" 2014 2014-05-30 17.9067821 -66.943347 "SW" "OPEN" "PVMT" "DEEP" "SW_OPEN_PVMT_DEEP" 1 1 1 86962 29 2998.7 29 2998.7 "16" "5435.1" "43" "43" "0.110416667" 0.723864229581546 0.684222488942896 75 75 3 3 0 "N/A" "N/A" "N/A" "N/A"
9165 0.683823529 0.941176471 10 42 0.172916667 115.0496556 0.284000009 4.176470588 0.732668067047381 0.941176471 0.357142857142857 0.688524590163934 0.118233618461538 0.0037301080063739 0.69967974279537 0.8352941176 "PR" 2014 2014-05-27 17.9064909 -66.915985 "SW" "OPEN" "PVMT" "DEEP" "SW_OPEN_PVMT_DEEP" 1 1 1 86962 29 2998.7 29 2998.7 "16" "5435.1" "40" "42" "0.172916667" 0.786798505715306 0.768978213310222 49 44 2 2 0 "N/A" "N/A" "N/A" "N/A"
9167 0.832512315 1 7 42 0.489583333 2432.058691 0.264800012 3.620689655 0.891977480675706 1 0.25 0.688524590163934 0.334757834529915 0.0788515319577394 0.652377459214696 0.724137931 "PR" 2014 2014-06-19 17.9180079 -67.31176 "SW" "OPEN" "PVMT" "DEEP" "SW_OPEN_PVMT_DEEP" 1 1 1 86962 29 2998.7 29 2998.7 "16" "5435.1" "45" "48" "0.489583333" 0.830696715085434 0.829939716325777 30 25 2 1 0 "N/A" "N/A" "N/A" "N/A"
9170 0.917496444 0.894736842 6 43 0.416666667 1278.975619 0.264800012 3.5 0.983031904636797 0.894736842 0.214285714285714 0.704918032786885 0.284900285128205 0.0414665925900339 0.652377459214696 0.7 "PR" 2014 2014-06-20 17.9216995 -67.320692 "SW" "OPEN" "PVMT" "DEEP" "SW_OPEN_PVMT_DEEP" 1 1 1 86962 29 2998.7 29 2998.7 "16" "5435.1" "58" "62" "0.416666667" 0.804644782544579 0.799632507640863 39 30 2 2 0 "N/A" "N/A" "N/A" "N/A"
9173 0.7 1 0 4 0.1 183.8616629 0.264800012 3 0.750000000267857 1 0 0.0655737704918033 0.0683760683760684 0.00596111181099883 0.652377459214696 0.6 "PR" 2014 2014-06-19 17.9234574 -67.315012 "SW" "OPEN" "PVMT" "DEEP" "SW_OPEN_PVMT_DEEP" 1 1 1 86962 29 2998.7 29 2998.7 "16" "5435.1" "62" "63" "0.1" 0.564920898743235 0.52075255269964 98 98 4 4 0 "N/A" "N/A" "N/A" "N/A"
9174 0.833333333 1 1 20 0.213636364 281.6857491 0.3064 4.230769231 0.892857142818878 1 0.0357142857142857 0.327868852459016 0.146076146324786 0.00913273718656258 0.75486572675602 0.8461538462 "PR" 2014 2014-05-27 17.9197596 -66.931873 "SW" "OPEN" "PVMT" "DEEP" "SW_OPEN_PVMT_DEEP" 1 1 1 86962 29 2998.7 29 2998.7 "16" "5435.1" "41" "43" "0.213636364" 0.721397953858755 0.681353376662478 77 78 3 4 0 "N/A" "N/A" "N/A" "N/A"
9176 0.844444444 0.8 0 27 0.120833333 142.2598468 0.281899989 4.2 0.904761904608844 0.8 0 0.442622950819672 0.0826210823931624 0.00461230927434609 0.694506005447125 0.84 "PR" 2014 2014-05-30 17.922212 -66.90778 "SW" "OPEN" "PVMT" "DEEP" "SW_OPEN_PVMT_DEEP" 1 1 1 86962 29 2998.7 29 2998.7 "16" "5435.1" "41" "42" "0.120833333" 0.67761350401067 0.643041189944308 86 85 4 4 0 "N/A" "N/A" "N/A" "N/A"
9177 0.823529412 1 2 19 0.264583333 1909.685047 0.264800012 4.088235294 0.882352941743697 1 0.0714285714285714 0.311475409836066 0.180911680683761 0.061915278636151 0.652377459214696 0.8176470588 "PR" 2014 2014-06-20 17.927014 -67.308371 "SW" "OPEN" "PVMT" "DEEP" "SW_OPEN_PVMT_DEEP" 1 1 1 86962 29 2998.7 29 2998.7 "16" "5435.1" "62" "64" "0.264583333" 0.715184693280366 0.695560167132163 80 69 4 3 0 "N/A" "N/A" "N/A" "N/A"
9178 0.662626263 0.977777778 17 1 0.55 4746.479263 0.286900014 4.522222222 0.709956710610699 0.977777778 0.607142857142857 0.0163934426229508 0.376068376068376 0.153889033467076 0.706824371979185 0.9044444444 "PR" 2014 2014-05-28 17.9303963 -67.088418 "SW" "OPEN" "AGRF" "SHLW" "SW_OPEN_AGRF_SHLW" 1 1 1 12667 11 1151.5 11 1151.5 "6" "2111.2" "15" "22" "0.55" 0.800470321830105 0.783388895622754 41 36 2 2 0 "N/A" "N/A" "N/A" "N/A"
9187 0.806818182 1 10 0 0.452083333 3266.390222 0.242300004 4.090909091 0.864448052451589 1 0.357142857142857 0 0.309116808888889 0.105901997320048 0.596945067272998 0.8181818182 "PR" 2014 2014-06-13 17.9455788 -66.697518 "SW" "OPEN" "PVMT" "DEEP" "SW_OPEN_PVMT_DEEP" 1 1 1 86962 29 2998.7 29 2998.7 "16" "5435.1" "37" "42" "0.452083333" 0.728421578000961 0.722552551404822 73 63 3 3 0 "N/A" "N/A" "N/A" "N/A"
9188 0.538095238 0.952380952 5 22 0.891666667 3594.94051 0.281899989 4.476190476 0.576530612348761 0.952380952 0.178571428571429 0.360655737704918 0.60968660991453 0.116554163581424 0.694506005447125 0.8952380952 "PR" 2014 2014-05-27 17.9483608 -66.903225 "SW" "OPEN" "AGRF" "SHLW" "SW_OPEN_AGRF_SHLW" 1 1 1 12667 11 1151.5 11 1151.5 "6" "2111.2" "8" "20" "0.891666667" 0.788178143991514 0.771665260800352 48 43 2 2 0 "N/A" "N/A" "N/A" "N/A"
9191 0 1 0 40 0.120833333 215.7800091 0.259499997 5 0 1 0 0.655737704918033 0.0826210823931624 0.00699595957381851 0.639320019022813 1 "PR" 2014 2014-06-19 17.9525075 -67.228832 "SW" "OPEN" "PTRF" "SHLW" "SW_OPEN_PTRF_SHLW" 1 1 1 9516 8 1189.5 8 1189.5 "6" "1586" "21" "24" "0.120833333" 0.608497140022858 0.574177358416314 96 94 4 4 0 "N/A" "N/A" "N/A" "N/A"
9195 0.93115942 0.916666667 5 29 0.266666667 1371.471216 0.2845 4.020833333 0.997670807499168 0.916666667 0.178571428571429 0.475409836065574 0.182336182564103 0.044465459167467 0.700911551116474 0.8041666666 "PR" 2014 2014-06-16 18.1012579 -67.421308 "SW" "OPEN" "PTRF" "DEEP" "SW_OPEN_PTRF_DEEP" 1 1 1 14175 8 1771.9 8 1771.9 "5" "2835" "50" "52" "0.266666667" 0.773090098678052 0.752773072930542 56 49 3 2 0 "N/A" "N/A" "N/A" "N/A"
9198 0.419117647 1 4 41 0.327083333 1952.855634 0.242400005 4.764705882 0.449054621946091 1 0.142857142857143 0.672131147540984 0.223646723418803 0.0633149434275731 0.59719143583547 0.9529411764 "PR" 2014 2014-05-20 17.9681302 -66.772262 "SW" "OPEN" "AGRF" "SHLW" "SW_OPEN_AGRF_SHLW" 1 1 1 12667 11 1151.5 11 1151.5 "6" "2111.2" "9" "12" "0.327083333" 0.737302820631509 0.732832913583145 69 58 3 3 0 "N/A" "N/A" "N/A" "N/A"
9199 0.561497326 0.941176471 4 12 0.394 3086.957312 0.2845 4.264705882 0.601604278072002 0.941176471 0.142857142857143 0.19672131147541 0.269401709401709 0.100084473306547 0.700911551116474 0.8529411764 "PR" 2014 2014-06-16 18.0848295 -67.417937 "SW" "OPEN" "PTRF" "DEEP" "SW_OPEN_PTRF_DEEP" 1 1 1 14175 8 1771.9 8 1771.9 "5" "2835" "36" "39" "0.394" 0.684188756113079 0.649350743809263 85 83 4 4 0 "N/A" "N/A" "N/A" "N/A"
9200 0.778151261 0.885714286 8 38 0.30625 2576.922166 0.274300009 4.028571429 0.833733494226333 0.885714286 0.285714285714286 0.622950819672131 0.209401709401709 0.0835482553430517 0.675782231210731 0.8057142858 "PR" 2014 2014-06-20 17.9868477 -67.331408 "SW" "OPEN" "PTRF" "SHLW" "SW_OPEN_PTRF_SHLW" 1 1 1 9516 8 1189.5 8 1189.5 "6" "1586" "28" "34" "0.30625" 0.791492527083582 0.779436994025334 45 39 2 2 0 "N/A" "N/A" "N/A" "N/A"
9201 0.863247863 0.888888889 17 3 0.6125 1390.73602 0.296000004 4.111111111 0.924908424973182 0.888888889 0.607142857142857 0.0491803278688525 0.418803418803419 0.0450900572965693 0.72924366233435 0.8222222222 "PR" 2014 2014-06-20 17.9936654 -67.234087 "SW" "OPEN" "PTRF" "SHLW" "SW_OPEN_PTRF_SHLW" 1 1 1 9516 8 1189.5 8 1189.5 "6" "1586" "10" "28" "0.6125" 0.806399980789988 0.785598210865791 37 34 2 2 0 "N/A" "N/A" "N/A" "N/A"
9204 0.755793226 1 2 19 0.245833333 2225.034537 0.305999994 4.338235294 0.809778456717778 1 0.0714285714285714 0.311475409836066 0.168091167863248 0.0721394522881313 0.753880247578811 0.8676470588 "PR" 2014 2014-06-16 18.0703261 -67.268746 "SW" "OPEN" "AGRF" "SHLW" "SW_OPEN_AGRF_SHLW" 1 1 1 12667 11 1151.5 11 1151.5 "6" "2111.2" "12" "15" "0.245833333" 0.72890766080369 0.690295813823532 72 71 3 3 0 "N/A" "N/A" "N/A" "N/A"
9207 0 1 0 39 0.1 61.06788383 0.318899989 4.333333333 0 1 0 0.639344262295082 0.0683760683760684 0.0019799259825563 0.785661462007088 0.8666666666 "PR" 2014 2014-06-16 18.1190266 -67.258819 "SW" "OPEN" "PVMT" "SHLW" "SW_OPEN_PVMT_SHLW" 1 1 1 48631 19 2559.5 19 2559.5 "7" "6947.3" "11" "12" "0.1" 0.6044257716319 0.538834391432816 97 97 4 4 0 "N/A" "N/A" "N/A" "N/A"
9208 0.769230769 1 0 39 0.18 4337.285189 0.283600003 4.461538462 0.82417582422292 1 0 0.639344262295082 0.123076923076923 0.140622256755507 0.698694263618161 0.8923076924 "PR" 2014 2014-06-17 18.1323344 -67.281839 "SW" "OPEN" "PTRF" "SHLW" "SW_OPEN_PTRF_SHLW" 1 1 1 9516 8 1189.5 8 1189.5 "6" "1586" "20" "29" "0.18" 0.776330207635924 0.757006150207007 53 47 3 2 0 "N/A" "N/A" "N/A" "N/A"
9210 0.618181818 1 0 12 0.183333333 29.43109418 0.283600003 4.318181818 0.662337662379406 1 0 0.19672131147541 0.125356125128205 0.000954206768065824 0.698694263618161 0.8636363636 "PR" 2014 2014-06-17 18.1493044 -67.259936 "SW" "OPEN" "SCR" "SHLW" "SW_OPEN_SCR_SHLW" 1 1 1 4921 3 1640.3 3 1640.3 "1" "4921" "23" "24" "0.183333333" 0.637805819517803 0.595855435876617 93 91 4 4 0 "N/A" "N/A" "N/A" "N/A"
9212 0.844758065 1 4 15 0.314583333 4540.868657 0.283600003 3.15625 0.905097927108964 1 0.142857142857143 0.245901639344262 0.215099714871795 0.147222783458449 0.698694263618161 0.63125 "PR" 2014 2014-06-17 18.1664782 -67.260712 "SW" "OPEN" "PVMT" "SHLW" "SW_OPEN_PVMT_SHLW" 1 1 1 48631 19 2559.5 19 2559.5 "7" "6947.3" "27" "30" "0.314583333" 0.716625643465149 0.687549549130374 79 73 4 3 0 "N/A" "N/A" "N/A" "N/A"
9213 0.802439024 1 4 7 0.241666667 3471.756993 0.272599995 4.109756098 0.859756097449913 1 0.142857142857143 0.114754098360656 0.165242165470085 0.112560341777971 0.671593973039695 0.8219512196 "PR" 2014 2014-06-17 18.1833539 -67.228879 "SW" "OPEN" "PVMT" "SHLW" "SW_OPEN_PVMT_SHLW" 1 1 1 48631 19 2559.5 19 2559.5 "7" "6947.3" "23" "25" "0.241666667" 0.699113546494681 0.672844949163391 82 79 4 4 0 "N/A" "N/A" "N/A" "N/A"
9216 0.70995671 0.954545455 2 36 0.386666667 2185.240482 0.369100004 4.136363636 0.760667903843096 0.954545455 0.0714285714285714 0.590163934426229 0.264387464615385 0.07084926048019 0.90933728056498 0.8272727272 "PR" 2014 2014-08-19 18.2342227 -65.410171 "E" "OPEN" "PTRF" "DEEP" "E_OPEN_PTRF_DEEP" 1 1 1 10074 8 1259.3 8 1259.3 "5" "2014.8" "56" "58" "0.386666667" 0.799779172237104 0.740230282304871 43 55 2 3 0 "N/A" "N/A" "N/A" "N/A"
9217 0.838235294 1 4 28 0.5375 11632.5603 0.327399999 2.529411765 0.898109243892182 1 0.142857142857143 0.459016393442623 0.367521367521368 0.377147641888787 0.806602605042609 0.505882353 "PR" 2014 2014-08-19 18.2763005 -65.228901 "E" "OPEN" "PVMT" "DEEP" "E_OPEN_PVMT_DEEP" 1 1 1 41388 16 2586.8 16 2586.8 "7" "5912.6" "70" "72" "0.5375" 0.819282462695085 0.784405654348635 32 35 2 2 0 "N/A" "N/A" "N/A" "N/A"
9219 0.82705314 0.956521739 9 26 1.041666667 5053.584796 0.4059 2.880434783 0.886128364602189 0.956521739 0.321428571428571 0.426229508196721 0.712250712478633 0.163845923832987 0.999999995072678 0.5760869566 "PR" 2014 2014-08-19 18.2985267 -65.327604 "E" "CLP" "AGRF" "SHLW" "E_CLP_AGRF_SHLW" 1 1 1 78 3 26 3 26 "1" "78" "10" "17" "1.041666667" 0.906539633372479 0.845467148490315 10 21 1 1 0 "N/A" "N/A" "N/A" "N/A"
9221 0 1 0 8 0.1 0 0.3068 4 0 1 0 0.131147540983607 0.0683760683760684 0 0.755851191151263 0.8 "PR" 2014 2014-08-18 18.3001851 -65.320012 "E" "CLP" "PTRF" "DEEP" "E_CLP_PTRF_DEEP" 1 1 1 19 2 9.5 2 9.5 "1" "19" "75" "75" "0.1" 0.495361534493627 0.418190467157605 100 100 4 4 0 "N/A" "N/A" "N/A" "N/A"
9224 0.825757576 1 3 41 0.816666667 2716.932136 0.265199989 3.378787879 0.884740260315979 1 0.107142857142857 0.672131147540984 0.558404558632479 0.0880876197361527 0.653362866945736 0.6757575758 "PR" 2014 2014-08-19 18.3065504 -65.230135 "E" "OPEN" "PTRF" "DEEP" "E_OPEN_PTRF_DEEP" 1 1 1 10074 8 1259.3 8 1259.3 "5" "2014.8" "39" "40" "0.816666667" 0.834112547359158 0.833707391393818 28 23 2 1 0 "N/A" "N/A" "N/A" "N/A"
9228 0.838235294 1 1 0 0.45 875.9429685 0.405900002 4.147058824 0.898109243892182 1 0.0357142857142857 0 0.307692307692308 0.0283995798413217 1 0.8294117648 "PR" 2014 2014-08-20 18.3147826 -65.351824 "E" "OPEN" "BDRK" "DEEP" "E_OPEN_BDRK_DEEP" 1 1 1 370 5 74 5 74 "3" "123.3" "54" "55" "0.45" 0.73697741696002 0.648208941381221 70 84 3 4 0 "N/A" "N/A" "N/A" "N/A"
9231 0 1 1 4 0.188461538 0 0.405900002 2.5 0 1 0.0357142857142857 0.0655737704918033 0.12886259008547 0 1 0.5 "PR" 2014 2014-08-20 18.3179396 -65.351758 "E" "OPEN" "BDRK" "DEEP" "E_OPEN_BDRK_DEEP" 1 1 1 370 5 74 5 74 "3" "123.3" "42" "44" "0.188461538" 0.490826733733273 0.361852445071855 101 103 4 4 0 "N/A" "N/A" "N/A" "N/A"
9233 0.688515406 0.964705882 10 45 0.9125 6701.774028 0.4059 4.152941176 0.737695078120605 0.964705882 0.357142857142857 0.737704918032787 0.623931623931624 0.217283057723047 0.999999995072678 0.8305882352 "PR" 2014 2014-08-18 18.3229617 -65.33134 "E" "CLP" "PVMT" "SHLW" "E_CLP_PVMT_SHLW" 1 1 1 365 2 182.5 2 182.5 "1" "365" "12" "15" "0.9125" 0.983226607026823 0.934680035492533 2 6 1 1 0 "N/A" "N/A" "N/A" "N/A"
9235 0.826441103 0.912280702 5 22 0.110416667 335.5898373 0.4059 3.526315789 0.885472610673383 0.912280702 0.178571428571429 0.360655737704918 0.0754985757264957 0.0108804005752316 0.999999995072678 0.7052631578 "PR" 2014 2014-08-18 18.3274534 -65.3303 "E" "CLP" "BDRK" "SHLW" "E_CLP_BDRK_SHLW" 1 1 1 199 3 66.3 3 66.3 "1" "199" "2" "2" "0.110416667" 0.742244151367796 0.654335935813643 66 81 3 4 0 "N/A" "N/A" "N/A" "N/A"
9236 0.770980392 0.980392157 5 30 0.933333333 1017.952219 0.312999994 2.901960784 0.826050420295018 0.980392157 0.178571428571429 0.491803278688525 0.638176637948718 0.0330037643519723 0.771125874495561 0.5803921568 "PR" 2014 2014-08-18 18.3502712 -65.320368 "E" "OPEN" "PVMT" "DEEP" "E_OPEN_PVMT_DEEP" 1 1 1 41388 16 2586.8 16 2586.8 "7" "5912.6" "73" "77" "0.933333333" 0.808923348724926 0.779774283817204 36 38 2 2 0 "N/A" "N/A" "N/A" "N/A"
9237 0.762446657 0.947368421 4 8 0.234615385 9400.946607 0.312400013 3.973684211 0.816907132791753 0.947368421 0.142857142857143 0.131147540983607 0.160420776068376 0.304794882030609 0.769647724712256 0.7947368422 "PR" 2014 2014-08-20 18.3536949 -65.357622 "E" "OPEN" "BDRK" "DEEP" "E_OPEN_BDRK_DEEP" 1 1 1 370 5 74 5 74 "3" "123.3" "46" "53" "0.234615385" 0.73132392287909 0.689809054023512 71 72 3 3 0 "N/A" "N/A" "N/A" "N/A"
